Date,Open,High,Low,Close,Volume,SMA20,SMA50,Daily Return,Volatility,Normalized Close
2025-02-07,129.22,130.37,125.0,129.84,228186298,131.0325,,0.9014609884985925,5.228425548544323,93.87607548261153
2025-02-10,130.09,135.0,129.96,133.57,216989086,130.9155,,2.872766481823774,5.23038943957087,96.57291591352758
2025-02-11,132.58,134.48,131.02,132.8,178902379,130.894,,-0.5764767537620563,5.211255749546766,96.01619550285591
2025-02-12,130.02,132.24,129.08,131.14,160278552,130.863,,-1.2500000000000178,5.213171679981847,94.8159930590702
2025-02-13,131.56,136.5,131.17,135.29,197429975,130.8155,,3.164556962025311,5.205616013223823,97.81649916853445
2025-02-14,136.48,139.25,135.5,138.85,195479557,131.0795,,2.6313844334392877,5.211150071726369,100.39042730099052
2025-02-18,141.27,143.44,137.93,139.4,219176627,131.164,,0.3961109110551142,5.170470199135702,100.78808473718459
2025-02-19,139.51,141.36,137.22,139.23,167536006,131.084,,-0.12195121951220633,5.147686235492474,100.6651724387246
2025-02-20,140.03,140.66,136.79,140.11,143903583,130.736,,0.6320476908712402,5.047684277351645,101.3014243366351
2025-02-21,140.04,141.46,134.03,134.43,228217585,130.0965,,-4.053957604739134,5.123336530129634,97.19470754103102
2025-02-24,136.56,138.59,130.08,130.28,251381137,129.4795,,-3.0871085323216585,5.122264182217299,94.19420143156677
2025-02-25,129.98,130.2,124.44,126.63,271428711,129.89000000000001,,-2.801657967454718,3.3830208229478402,91.55520208227892
2025-02-26,129.99,133.73,128.49,131.28,322553814,130.00449999999998,,3.6721156124141174,2.8467416243539794,94.9172149519196
2025-02-27,135.0,135.01,120.01,120.15,443175846,129.827,,-8.4780621572212,3.3180771826680853,86.8700744703926
2025-02-28,118.02,125.09,116.4,124.92,389091145,129.8405,,3.970037453183517,3.436897900884233,90.3188489624756
2025-03-03,123.51,123.7,112.28,114.06,411381373,129.54000000000002,,-8.69356388088377,3.879307311626834,82.46692213144385
2025-03-04,110.65,119.31,110.11,115.99,398163305,129.50650000000002,,1.6920918814658847,3.8481877360706456,83.86233822572481
2025-03-05,117.58,118.28,114.51,117.3,284337886,129.439,,1.1294077075610032,3.8372251410930716,84.80948593738702
2025-03-06,113.53,115.35,110.22,110.57,321181861,128.726,,-5.7374254049445845,3.8380303052899896,79.94360494541247
2025-03-07,111.25,113.48,107.56,112.69,341755468,127.9265,,1.9173374333001814,3.7887071276785043,81.47639360856049
2025-03-10,109.9,111.85,105.46,106.98,366487363,126.7835,,-5.066997959002572,3.8984288084656793,77.34798640734581
2025-03-11,106.99,112.24,104.77,108.76,354865692,125.543,,1.6638624041876993,3.8460452247526895,78.63495047357387
2025-03-12,114.12,116.76,112.88,115.74,323857454,124.69000000000001,,6.417800662008077,4.184853389826171,83.6815848456366
2025-03-13,117.03,117.76,113.79,115.58,299033131,123.912,,-0.1382408847416583,4.183151183144877,83.56590268238016
2025-03-14,118.61,121.88,118.15,121.67,277593455,123.23100000000002,,5.269077695102964,4.3060295541935805,87.9690550213289
2025-03-17,122.74,122.89,118.03,119.53,255501481,122.26499999999999,129.0012,-1.7588559217555644,4.252823159067769,86.42180608777385
2025-03-18,118.0,119.02,114.54,115.43,299686944,121.06650000000002,128.5436,-3.4301012298167732,4.288774397848605,83.45745065432723
2025-03-19,117.27,120.45,115.68,117.52,273426225,119.98100000000002,128.0046,1.81062115567876,4.327640902787769,84.96854891186464
2025-03-20,116.55,120.2,116.47,118.53,248829749,118.902,127.3866,0.8594281824370276,4.331769332504563,85.69879256742101
2025-03-21,116.94,117.99,115.42,117.7,266498528,118.06550000000001,126.93779999999998,-0.7002446637981885,4.261158737386161,85.09869134552817
2025-03-24,119.88,122.22,119.34,121.41,228452534,117.622,126.56379999999999,3.152081563296516,4.295775980814747,87.78107150603715
2025-03-25,120.55,121.29,118.92,120.69,167447198,117.325,126.2594,-0.5930318754633013,4.255265750173187,87.26050177138312
2025-03-26,118.73,118.84,112.71,113.76,296431667,116.449,125.87,-5.741983594332578,4.329997765980436,82.25001807533802
2025-03-27,111.35,114.45,110.66,111.43,236902055,116.013,125.46340000000001,-2.048171589310832,3.9369276558548134,80.56539657291592
2025-03-28,111.49,112.87,109.07,109.67,229872549,115.25050000000002,124.93199999999999,-1.5794669299111552,3.813670988836243,79.29289277709493
2025-03-31,105.13,110.96,103.65,108.38,299212653,114.9665,124.4282,-1.1762560408498324,3.3088397466965604,78.36020533583977
2025-04-01,108.52,110.2,106.47,110.15,222614034,114.6745,123.87700000000001,1.6331426462447007,3.307088616594404,79.63993926686429
2025-04-02,107.29,111.98,106.79,110.42,220601243,114.3305,123.2688,0.2451202905129346,3.29418259318106,79.83515291735955
2025-04-03,103.51,105.63,101.6,101.8,338769412,113.89200000000001,122.3634,-7.8065567831914535,3.5015508673514493,73.60277637191815
2025-04-04,98.91,100.13,92.11,94.31,532273810,112.973,121.3052,-7.357563850687621,3.7874724093843892,68.18740510447545
2025-04-07,87.46,101.75,86.62,97.64,611041347,112.506,120.40559999999999,3.53090870533348,3.7676257604735754,70.59504012725037
2025-04-08,103.81,105.85,94.46,96.3,476243392,111.883,119.9632,-1.3723883654240154,3.7417032897667273,69.62620200997758
2025-04-09,98.89,115.1,97.53,114.33,612918336,111.8125,119.67,18.722741433021817,5.530105717125458,82.66213578193911
2025-04-10,109.37,110.86,99.15,107.57,437812353,111.41199999999999,119.3474,-5.912708825330193,5.690300963042346,77.77456438435398
2025-04-11,108.5,111.55,107.48,110.93,313417265,110.875,119.073,3.1235474574695665,5.601040442454815,80.2038898127395
2025-04-14,114.11,114.29,109.07,110.71,264705049,110.43400000000001,118.8858,-0.1983232669251045,5.59080128721131,80.04482683826187
2025-04-15,110.97,113.62,110.5,112.2,228966900,110.2725,118.7966,1.3458585493631992,5.549303218223373,81.12211698358759
2025-04-16,104.55,106.79,100.45,104.49,397016870,109.62099999999998,118.5134,-6.871657754010707,5.7363929577296515,75.54768274166726
2025-04-17,104.45,104.47,100.05,101.49,292517465,108.769,118.0466,-2.8710881424059753,5.752638019991304,73.37864218060878
2025-04-21,98.77,99.44,95.04,96.91,288501136,107.72949999999999,117.4112,-4.512759877820471,5.818099823095469,70.06724025739281
2025-04-22,98.78,99.81,97.28,98.89,241004784,106.60349999999998,116.79220000000001,2.0431328036322416,5.783490082519973,71.49880702769141
2025-04-23,104.52,104.8,102.02,102.71,247525971,105.70449999999998,116.175,3.862877945191623,5.8797419702519615,74.26071867543924
2025-04-24,103.48,106.54,103.11,106.43,220815041,105.338,115.64759999999998,3.621847921331911,5.825251648157475,76.95032897115176
2025-04-25,106.85,111.92,105.73,111.01,251064672,105.31700000000001,115.245,4.303297942309503,5.890743373158756,80.26173089436772
2025-04-28,109.69,110.37,106.02,108.73,207708479,105.27000000000001,114.7138,-2.0538690208089405,5.898975320343784,78.61326006796328
2025-04-29,107.67,110.2,107.44,109.02,170444263,105.30199999999999,114.1172,0.26671571783316583,5.891170710014518,78.82293398886559
2025-04-30,104.47,108.92,104.08,108.92,235044611,105.2405,113.5076,-0.09172628875435684,5.881505124241422,78.7506326368303
2025-05-01,113.08,114.94,111.3,111.61,236121507,105.3,112.95519999999999,2.4697025339698753,5.905363608648843,80.69553900657942
2025-05-02,114.18,115.4,113.37,114.5,190194778,105.93499999999999,112.443,2.589373712032983,5.61268246411617,82.78504808039911
2025-05-05,112.91,114.67,112.66,113.82,133163241,106.9105,112.0308,-0.5938864628820983,5.294350796359089,82.29339888655917
2025-05-06,111.48,114.74,110.82,113.54,158525621,107.7055,111.696,-0.2460024600245858,5.269255403956563,82.09095510086038
2025-05-07,113.05,117.68,112.28,117.06,207827821,108.74350000000001,111.5046,3.100228994187071,5.2634834621154925,84.63596269250235
2025-05-08,118.25,118.68,115.85,117.37,198428122,108.8955,111.2264,0.2648214590808218,3.2416879374332073,84.86009688381174
2025-05-09,117.35,118.23,115.21,116.65,132972189,109.3495,111.15639999999999,-0.6134446621794298,2.917693271454622,84.33952714915769
2025-05-12,121.97,123.0,120.28,123.0,225023345,109.953,111.11800000000001,5.443634804972142,3.0717676481584952,88.93066300339815
2025-05-13,124.98,131.22,124.47,129.93,330430105,110.91399999999999,111.43540000000002,5.63414634146342,3.266384919010388,93.94114669944328
2025-05-14,133.2,135.44,131.68,135.34,281180830,112.071,111.8224,4.163780497190794,3.348437727074064,97.8526498445521
2025-05-15,134.29,136.3,132.66,134.83,226632563,113.58800000000001,112.17299999999999,-0.3768287276488813,2.8182787905235225,97.48391294917215
2025-05-16,136.22,136.35,133.46,135.4,226542451,115.2835,112.6696,0.42275457984126685,2.651784585687588,97.89603065577327
2025-05-19,132.39,135.87,132.39,135.57,193154571,117.2165,113.12719999999999,0.12555391432791385,2.275817517963847,98.01894295423324
2025-05-20,134.29,134.58,132.62,134.38,161514247,118.99099999999999,113.6752,-0.8777753190233772,2.3464007990060622,97.15855686501337
2025-05-21,133.06,137.4,130.59,131.8,270608738,120.44550000000001,114.13600000000001,-1.9199285607977234,2.4046599372292516,95.29318198250309
2025-05-22,133.06,137.4,130.59,131.8,7196599,121.71399999999998,114.45720000000001,0.0,2.3550102438722655,95.29318198250309
2025-05-23,130.0,132.68,129.16,131.29,198821324,122.72800000000002,114.77140000000001,-0.38694992412747764,2.2505007698115076,94.92444508712312
2025-05-27,134.15,135.66,133.31,135.5,192953613,124.06649999999999,115.04800000000002,3.2066417853606533,2.198079093760034,97.96833200780854
2025-05-28,136.03,137.25,134.79,134.81,304021146,125.35600000000002,115.35359999999999,-0.50922509225092,2.220830669745716,97.4694526787651
2025-05-29,142.25,143.49,137.91,139.19,370615167,126.86950000000002,115.82880000000002,3.249017135227361,2.2526582043819356,100.63625189791048
2025-05-30,138.72,139.62,132.92,135.13,333170851,128.0455,116.181,-2.9168762123715775,2.4161492712826464,97.700817005278
2025-06-02,135.49,138.12,135.4,137.38,197663116,129.1895,116.55799999999999,1.6650632724043435,2.392631000860428,99.32759742607186
2025-06-03,138.78,142.0,137.95,141.22,225578783,130.5595,117.0284,2.795166690930273,2.398154576856202,102.10396934422674
2025-06-04,142.19,142.39,139.54,141.92,167120819,131.9785,117.43860000000001,0.4956804985129404,2.3817412869484755,102.6100788084737
2025-06-05,142.17,144.0,138.83,139.99,232410759,133.125,117.82459999999999,-1.3599210822998753,2.3981066948199294,101.21466271419277
2025-06-06,142.51,143.27,141.51,141.72,153986153,134.3425,118.3838,1.235802557325516,2.393857328305861,102.46547610440315
2025-06-09,143.19,145.0,141.94,142.63,185114494,135.6415,119.0078,0.6421112051933298,2.366346499352444,103.12341840792423
2025-06-10,142.69,144.29,141.53,143.96,155881897,136.6895,119.6936,0.9324826474093939,2.127063838662795,104.0850263899935
2025-06-11,144.61,144.99,141.87,142.83,167694044,137.3345,120.3826,-0.7849402611836642,1.8236474273707213,103.2680211119948
2025-06-12,141.97,145.0,141.85,145.0,162364991,137.8175,121.07959999999999,1.5192886648463189,1.6287166350374165,104.83696045116045
2025-06-13,142.48,143.58,140.85,141.97,180820565,138.1745,121.71060000000001,-2.0896551724137957,1.712269959264398,102.64622948449136
2025-06-16,143.35,146.18,143.2,144.69,183133666,138.63899999999998,122.5684,1.9158977248714404,1.7512861148005006,104.61282625985106
2025-06-17,144.49,145.22,143.78,144.12,139108000,139.06650000000002,123.56459999999998,-0.39394567696453553,1.7585788658216266,104.20070855324994
2025-06-18,144.01,145.65,143.12,145.48,161494121,139.62150000000003,124.52140000000001,0.9436580627254942,1.7403044029872217,105.18400694092979
2025-06-20,145.45,146.2,142.65,143.85,242956157,140.224,125.4724,-1.1204289249381327,1.6924455523763569,104.00549490275468
2025-06-23,142.5,144.78,142.03,144.17,154308941,140.84250000000003,126.0692,0.2224539450816687,1.6900483533242483,104.23685922926758
2025-06-24,145.56,147.96,145.5,147.9,187566121,141.673,126.8758,2.587223416799622,1.7413883912382224,106.93369966018365
2025-06-25,149.27,154.45,149.26,154.31,269146471,142.61350000000002,127.74340000000001,4.334009465855315,1.8449701964108003,111.56821632564528
2025-06-26,155.98,156.72,154.0,155.02,198145746,143.624,128.6296,0.4601127600285082,1.8250376401604331,112.08155592509581
2025-06-27,156.04,158.71,155.26,157.75,263234539,144.552,129.5406,1.7610630886337075,1.7449412819604297,114.05538283565903
2025-06-30,158.4,158.66,155.96,157.99,194580316,145.695,130.6106,0.15213946117274002,1.538175589777867,114.22890608054371
2025-07-01,156.29,157.2,151.49,153.3,213143621,146.491,131.6468,-2.968542312804612,1.7365054079995172,110.83797267008894
2025-07-02,152.98,157.6,152.97,157.25,171224111,147.29250000000002,132.8536,2.5766470971950284,1.7223579018954949,113.6938760754826
2025-07-03,158.37,160.98,157.77,159.34,143716055,148.1635,134.0626,1.3290937996820462,1.7309569988196758,115.20497433302003
2025-07-07,158.2,159.31,157.34,158.24,140138975,149.076,135.1732,-0.6903476841973122,1.6973102745576063,114.40965946063193
2025-07-08,159.33,160.22,158.39,160.0,138133025,149.99,136.24460000000002,1.1122345803842304,1.695205745623705,115.68216325645288
2025-07-09,161.22,164.42,161.16,162.88,183656443,151.0025,137.282,1.8000000000000016,1.7155773576371656,117.76444219506905
2025-07-10,164.32,164.5,161.61,164.1,167704075,152.0095,138.3894,0.7490176817288807,1.7146460764088782,118.64651868989951
2025-07-11,163.72,167.89,163.47,164.92,193633263,153.114,139.5074,0.4996953077391897,1.6809759998478548,119.23938977658881
2025-07-14,165.37,165.49,162.02,164.07,136975754,154.0675,140.6104,-0.5154014067426549,1.69254160231136,118.62482828428891
2025-07-15,171.19,172.4,169.2,170.7,230627350,155.50400000000002,141.7922,4.040958127628458,1.7282228690563608,123.41840792422818
2025-07-16,171.06,171.75,168.9,171.37,158831509,156.83800000000002,142.92960000000002,0.3925014645577152,1.716468118350136,123.90282698286458
2025-07-17,172.02,174.16,170.83,173.0,160841119,158.28199999999998,144.1132,0.9511583124234058,1.6907605604339835,125.08133902103968
2025-07-18,173.64,174.25,171.26,172.41,146456416,159.62849999999997,145.29059999999998,-0.3410404624277441,1.7144863371218884,124.65476104403153
2025-07-21,172.75,173.38,171.0,171.38,123126136,161.005,146.377,-0.5974131430891538,1.6863406226448698,123.91005711806811
2025-07-22,171.34,171.39,164.58,167.03,193114327,162.148,147.3702,-2.5382191620959227,1.8492173532217921,120.7649483045333
2025-07-23,169.53,171.26,167.97,170.78,154082197,163.292,148.4528,2.2451056696401794,1.83288436467186,123.4762490058564
2025-07-24,172.44,173.83,171.3,173.74,128984628,164.2635,149.4676,1.73322403091698,1.6471496857857284,125.61636902610078
2025-07-25,173.61,174.72,172.96,173.5,122316792,165.1875,150.339,-0.1381374467595342,1.6553806301558074,125.44284578121612
2025-07-28,174.02,177.0,173.97,176.75,140023521,166.1375,151.1672,1.8731988472622474,1.6597837347176942,127.79263972236281
2025-07-29,177.96,179.38,175.02,175.51,154077512,167.0135,151.98080000000002,-0.7015558698727054,1.6822801478725649,126.89610295712528
2025-07-30,176.51,179.89,176.04,179.27,174312208,168.31199999999998,152.8582,2.1423280724745197,1.4994134990530403,129.61463379365193
2025-07-31,182.9,183.3,175.93,177.87,221685446,169.343,153.70420000000001,-0.7809449433814897,1.4773728348213262,128.60241486515798
2025-08-01,174.09,176.54,170.89,173.72,204528985,170.062,154.491,-2.333164670827015,1.607193275165264,125.60190875569373
2025-08-04,175.16,180.2,174.52,180.0,148174609,171.15,155.455,3.6150126640571045,1.7306846414622628,130.1424336635095
2025-08-05,179.62,180.26,175.9,178.26,156407621,172.063,156.3842,-0.9666666666666712,1.764225386847561,128.8843901380956
2025-08-06,176.33,179.9,176.25,179.42,137192265,172.89,157.3468,0.6507348816335634,1.740142780827542,129.72308582170487
2025-08-07,181.57,183.88,178.8,180.77,151878365,173.7235,158.2522,0.7524244788764012,1.7401687072984953,130.6991540741812
2025-08-08,181.55,183.3,180.4,182.7,123396679,174.6125,159.21,1.0676550312551658,1.7448055071848523,132.09457016846213
2025-08-11,182.05,183.84,180.25,182.06,138323191,175.512,160.0674,-0.3503010399562023,1.73999513450117,131.63184151543635
2025-08-12,182.96,184.48,179.46,183.16,145729202,176.135,161.028,0.6041964187630366,1.5330113338825,132.42715638782445
2025-08-13,182.62,183.97,179.35,181.59,179871724,176.64600000000002,161.9122,-0.857174055470622,1.5570676319127024,131.2920251608705
2025-08-14,179.75,183.02,179.46,182.02,129553959,177.097,162.7282,0.2367971804614788,1.5495564324240285,131.60292097462224
2025-08-15,181.88,181.9,178.04,180.45,156602161,177.499,163.49880000000002,-0.862542577738723,1.5646200838761897,130.46778974766826
2025-08-18,180.6,182.94,180.59,182.01,132007959,178.03050000000002,164.3392,0.8645054031587662,1.557585271553964,131.5956908394187
2025-08-19,182.43,182.5,175.49,175.64,185229219,178.46099999999998,165.0176,-3.4998077028734698,1.6615915972914712,126.99009471477116
2025-08-20,175.17,176.0,168.8,175.4,215142725,178.692,165.673,-0.13664313368252357,1.5962536871841102,126.8165714698865
2025-08-21,174.85,176.9,173.81,174.98,140040850,178.754,166.2934,-0.23945267958951355,1.5533640631986927,126.5129057913383
2025-08-22,172.61,178.59,171.2,177.99,172789427,178.9785,166.9966,1.7201965938964614,1.5966809843622662,128.68917648760032
2025-08-25,178.35,181.91,176.57,179.81,163012789,179.1315,167.69279999999998,1.0225293555817805,1.5589640392847202,130.00506109464249
2025-08-26,180.06,182.39,178.81,181.77,168688186,179.4445,168.4888,1.0900394861242502,1.5621088631213929,131.42216759453402
2025-08-27,181.98,182.49,179.1,181.6,235518949,179.561,169.227,-0.09352478406778886,1.4932985416087583,131.29925529607402
2025-08-28,180.82,184.47,176.41,180.17,281787824,179.676,169.94799999999998,-0.7874449339207112,1.4934953715766988,130.26534596196947
2025-08-29,178.11,178.15,173.15,174.18,243257873,179.699,170.52200000000002,-3.3246378420380696,1.5909101774957815,125.93449497505604
2025-09-02,170.0,172.38,167.22,170.78,231164853,179.238,171.06059999999997,-1.952003674359859,1.4060575730372384,123.4762490058564
2025-09-03,171.06,172.41,168.88,170.62,164424873,178.856,171.5896,-0.09368778545496559,1.396254643036859,123.36056684259995
2025-09-04,170.57,171.86,169.41,171.66,141670144,178.46800000000002,172.0648,0.6095416715508062,1.3949488116664355,124.11250090376689
2025-09-05,168.03,169.03,164.07,167.02,224441435,177.78050000000002,172.31900000000002,-2.7030175929162237,1.4806381448591983,120.75771816932976
2025-09-08,167.55,170.96,167.35,168.31,163769133,177.06099999999998,172.5848,0.7723625913064192,1.4668058420036245,121.69040561058493
2025-09-09,169.09,170.98,166.74,170.76,157548392,176.496,172.845,1.4556473174499374,1.524417978215772,123.46178873544935
2025-09-10,176.64,179.29,175.47,177.33,226852020,176.2045,173.2318,3.8475052705551738,1.7780518937277248,128.21198756416746
2025-09-11,179.68,180.28,176.48,177.17,151159274,175.9835,173.7092,-0.0902272599109133,1.7701719081785041,128.09630540091098
2025-09-12,177.77,178.6,176.45,177.82,124911026,175.77349999999998,174.12060000000002,0.3668792684991873,1.7717444947680776,128.56626418914033
2025-09-15,175.67,178.85,174.51,177.75,147061559,175.6385,174.4888,-0.03936565065796316,1.7626773566334482,128.51565324271564
2025-09-16,177.0,177.5,174.38,174.88,140737775,175.28199999999998,174.8216,-1.6146272855133592,1.7812742220974838,126.440604439303
2025-09-17,172.64,173.2,168.41,170.29,211843817,175.0145,175.02740000000003,-2.624656907593781,1.7046469381869096,123.12197238088352
2025-09-18,173.98,177.1,172.96,176.24,191763313,175.05649999999997,175.2946,3.4940395795407975,1.8885115062176725,127.42390282698285
2025-09-19,175.77,178.08,175.18,176.67,237182143,175.141,175.546,0.24398547435313667,1.8878293165952218,127.73479864073458
2025-09-22,175.3,184.55,174.71,183.61,269637001,175.422,175.9198,3.9282277692873846,2.047530953837252,132.75251247198324
2025-09-23,181.97,182.42,176.21,178.43,192559552,175.353,176.207,-2.821197102554329,2.1420399029012733,129.00730243655556
2025-09-24,179.77,179.78,175.4,176.97,143564116,175.113,176.3324,-0.8182480524575486,2.132622307769313,127.95170269684041
2025-09-25,174.48,180.26,173.13,177.69,191586733,174.9175,176.4588,0.40684861840989406,2.135785899789389,128.47227243149447
2025-09-26,178.17,179.77,174.93,178.19,148573732,174.81850000000003,176.56259999999997,0.2813889357870414,2.1307084256613242,128.83377919167089
2025-09-29,180.43,184.0,180.32,181.85,193063455,175.202,176.7514,2.053987316908912,2.030566474112045,131.48000867616224
2025-09-30,182.08,187.35,181.48,186.58,236981032,175.99200000000002,177.05540000000002,2.6010448171570166,2.027676065651825,134.89986262743113
2025-10-01,185.24,188.14,183.9,187.24,173844901,176.823,177.4596,0.3537356629863764,2.0236772420599256,135.37705155086402
2025-10-02,189.6,191.05,188.06,188.89,136805821,177.6845,177.8218,0.8812219611194161,2.0254669118441067,136.57002385944617
2025-10-03,189.19,190.36,185.38,187.62,137596896,178.7145,178.09939999999997,-0.672348986182425,1.903759103915777,135.65179668859807
2025-10-06,185.5,187.23,183.33,185.54,157678104,179.576,178.3402,-1.1086238140923244,1.9409116633139656,134.1479285662642
2025-10-07,186.23,189.06,184.0,185.04,140088008,180.29000000000002,178.50599999999997,-0.2694836692896385,1.9348230525376804,133.7864218060878
2025-10-08,186.57,189.6,186.54,189.11,130168861,180.879,178.778,2.1995244271509007,1.8123901284436434,136.7290868339238
2025-10-09,192.23,195.3,191.06,192.57,182997234,181.64899999999997,179.04399999999998,1.8296229707577494,1.8391815475663635,139.23071361434458
2025-10-10,193.51,195.62,182.05,183.16,268774359,181.916,179.1498,-4.886534766578388,2.190753624182536,132.42715638782445
2025-10-13,187.97,190.11,185.96,188.32,153482755,182.4445,179.4418,2.81720899759772,2.268076062731865,136.15790615284504
2025-10-14,184.77,184.8,179.7,180.03,205641380,182.702,179.44240000000002,-4.402081563296512,2.4695106816683796,130.1641240691201
2025-10-15,184.8,184.87,177.29,179.83,214450482,183.179,179.4738,-0.11109259567849694,2.3819734006315922,130.01952136504954
2025-10-16,182.23,183.28,179.77,181.81,179723309,183.4575,179.5216,1.1010398709892621,2.270588787322716,131.45108813534813
2025-10-17,180.18,184.1,179.75,183.22,173135217,183.78500000000003,179.5706,0.7755348990704514,2.2744796808072865,132.47053719904562
2025-10-20,183.13,185.2,181.73,182.64,128544711,183.7365,179.56939999999997,-0.3165593275843315,2.1003442164207136,132.05118935724096
2025-10-21,182.79,182.79,179.8,181.16,124240168,183.873,179.5514,-0.810337275514672,2.004388640071871,130.98112934711878
2025-10-22,181.14,183.44,176.76,180.28,162249552,184.0385,179.49380000000002,-0.4857584455729702,1.9977808614120156,130.3448774492083
2025-10-23,180.42,183.03,179.79,182.16,111363718,184.262,179.5052,1.0428222764588435,2.0077588449339046,131.7041428674716
2025-10-24,183.84,187.47,183.5,186.26,131296677,184.6655,179.59,2.250768555116389,2.0624156949078376,134.66849830091823
2025-10-27,189.99,192.0,188.43,191.49,153452704,185.14749999999998,179.81080000000003,2.8079029313862414,2.103749454247319,138.44985901236353
2025-10-28,193.05,203.15,191.91,201.03,297986180,185.87,180.19119999999998,4.981983393388689,2.30020592554294,145.34740799652954
2025-10-29,207.98,212.19,204.78,207.04,308829564,186.86,180.81920000000002,2.989603541759922,2.371876560660523,149.69271925385004
2025-10-30,205.15,206.16,201.41,202.89,178864443,187.56,181.36899999999997,-2.0044435857805243,2.4363262174840923,146.6922131443858
2025-10-31,206.45,207.97,202.07,202.49,179802178,188.30349999999999,181.9192,-0.1971511656562508,2.4277591973264223,146.40300773624466
2025-11-03,208.08,211.34,205.56,206.88,180267285,189.3705,182.497,2.1680082967060033,2.4304271426738984,149.5770370905936
2025-11-04,203.0,203.97,197.93,198.69,188919320,190.053,182.87460000000002,-3.958816705336421,2.629660400820832,143.6555563589039
2025-11-05,198.77,202.92,194.65,195.21,171350332,190.358,183.1434,-1.7514721425335944,2.6349344247802637,141.13946930807606
2025-11-06,196.42,197.62,186.38,188.08,223029778,190.1335,183.273,-3.652476819835049,2.7387124058460683,135.98438290796037
2025-11-07,184.9,188.32,178.91,188.15,264942255,190.38299999999998,183.43259999999998,0.03721820501914053,2.4945178880788434,136.03499385438508
2025-11-10,195.11,199.94,193.79,199.05,198897134,190.91950000000003,183.93,5.793250066436362,2.7379910214908807,143.91584122623092
2025-11-11,195.16,195.42,191.3,193.16,176483327,191.576,184.37760000000003,-2.9590555136900343,2.6238364407097357,139.65729159135276
2025-11-12,195.72,195.89,191.13,193.8,154935263,192.27450000000002,184.8412,0.3313315386208382,2.621297171067565,140.12002024437857
2025-11-13,191.05,191.44,183.85,186.86,207423074,192.527,185.14520000000002,-3.58101135190918,2.7613958118967887,135.10230641312992
2025-11-14,182.86,191.01,180.58,190.17,186591856,192.87449999999998,185.6082,1.7713796425131045,2.781734408118816,137.49548116549778
2025-11-17,185.97,189.0,184.32,186.6,173628858,193.0725,185.97400000000002,-1.8772677078403466,2.819300496554597,134.9143228978382
2025-11-18,183.38,184.8,179.65,181.36,213598877,193.0825,186.18599999999998,-2.808145766345116,2.8894434493718015,131.12573205118935
2025-11-19,184.79,187.86,182.83,186.52,247246436,193.3945,186.3698,2.845169827966476,2.952552162207889,134.85648181620996
2025-11-20,195.95,196.0,179.85,180.64,343504849,193.3185,186.43919999999997,-3.1524769461720004,3.0381674677118187,130.6051623165353
2025-11-21,181.24,184.56,172.93,178.88,346926153,192.9495,186.46040000000002,-0.9743135518157642,2.997833439032814,129.33265852071435
