Date,Open,High,Low,Close,Volume
12/8/2025 16:00:00,278.13,279.67,276.15,277.89,38211832
12/9/2025 16:00:00,278.16,280.03,276.92,277.18,32193256
12/10/2025 16:00:00,277.75,279.75,276.44,278.78,33038318
12/11/2025 16:00:00,279.1,279.59,273.81,278.03,33247986
12/12/2025 16:00:00,277.9,279.22,276.82,278.28,39532887
12/15/2025 16:00:00,280.15,280.15,272.84,274.11,50409078
12/16/2025 16:00:00,272.82,275.5,271.79,274.61,37648628
12/17/2025 16:00:00,275.01,276.16,271.64,271.84,50138743
12/18/2025 16:00:00,273.61,273.63,266.95,272.19,51630721
12/19/2025 16:00:00,272.15,274.6,269.9,273.67,144632048
12/22/2025 16:00:00,272.86,273.88,270.51,270.97,36571827
12/23/2025 16:00:00,270.84,272.5,269.56,272.36,29641999
12/24/2025 13:05:00,272.34,275.43,272.2,273.81,17910574
12/26/2025 16:00:00,274.16,275.37,272.86,273.4,21521802
12/29/2025 16:00:00,272.69,274.36,272.35,273.76,23715213
12/30/2025 16:00:00,272.81,274.08,272.28,273.08,22139617
12/31/2025 16:00:00,273.06,273.68,271.75,271.86,27293639
